file_name	object_location	file_size	md5_hash	public_url
gencode.v18.transcripts.patched_contigs.gtf	gs://gtex_analysis_v4/reference/gencode.v18.transcripts.patched_contigs.gtf	1081446538	97c85774d81b08cc7bfda19819b78fbe	https://storage.googleapis.com/gtex_analysis_v4/reference/gencode.v18.transcripts.patched_contigs.gtf
GTEx_Analysis_V4_RNA-seq_Flux1.6_intron_fraccov.txt.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_intron_fraccov.txt.gz	323780677	d8b55564b2cd148305c566f24b965db6	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_intron_fraccov.txt.gz
GTEx_Analysis_V4_RNA-seq_Flux1.6_intron_reads.txt.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_intron_reads.txt.gz	546219526	4dc63ab163cf4e5fbb47eb5809e542ab	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_intron_reads.txt.gz
GTEx_Analysis_V4_RNA-seq_Flux1.6_junction_reads.txt.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_junction_reads.txt.gz	692433993	f1518f79fbdbb0d7c2821bddc6049c6c	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_junction_reads.txt.gz
GTEx_Analysis_V4_RNA-seq_Flux1.6_transcript_reads.txt.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_transcript_reads.txt.gz	1032495916	e002e21fefd61e2dcc7eff99b88e418e	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_transcript_reads.txt.gz
GTEx_Analysis_V4_RNA-seq_Flux1.6_transcript_rpkm.txt.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_transcript_rpkm.txt.gz	910728468	5442ce11974ad060cda2a2f1d710b643	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_Flux1.6_transcript_rpkm.txt.gz
GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_exon_reads.txt.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_exon_reads.txt.gz	1356759968	cdc352f1a2794058c836f998d55fbada	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_exon_reads.txt.gz
GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz	133600309	bdf68bc62f3290cad7e94b14acd79e93	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_gene_reads.gct.gz
GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz	gs://gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz	669838794	e6a4dd96f1f0c46fb9db129d5e262d24	https://storage.googleapis.com/gtex_analysis_v4/rna_seq_data/GTEx_Analysis_V4_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz
GTEx_Analysis_V4_all-snp-gene-associations.tar.gz	gs://gtex_large_files/all_snp_gene_associations/GTEx_Analysis_V4_all-snp-gene-associations.tar.gz	47220839743	cf7ee74d4ad7653b949fb75800ee3ca2	https://storage.cloud.google.com/gtex_large_files/all_snp_gene_associations/GTEx_Analysis_V4_all-snp-gene-associations.tar.gz
GTEx_Analysis_V4_eQTLInputFiles_covariates.tar.gz	gs://gtex_analysis_v4/single_tissue_eqtl_data/GTEx_Analysis_V4_eQTLInputFiles_covariates.tar.gz	199205	010cdb54a652265cb40db38ae2aa30c7	https://storage.googleapis.com/gtex_analysis_v4/single_tissue_eqtl_data/GTEx_Analysis_V4_eQTLInputFiles_covariates.tar.gz
GTEx_Analysis_V4_eQTLInputFiles_geneLevelNormalizedExpression.tar.gz	gs://gtex_analysis_v4/single_tissue_eqtl_data/GTEx_Analysis_V4_eQTLInputFiles_geneLevelNormalizedExpression.tar.gz	72913983	8f20d6bea2ae40fe9904ebb93325fe6a	https://storage.googleapis.com/gtex_analysis_v4/single_tissue_eqtl_data/GTEx_Analysis_V4_eQTLInputFiles_geneLevelNormalizedExpression.tar.gz
GTEx_Analysis_V4_eQTLs.tar.gz	gs://gtex_analysis_v4/single_tissue_eqtl_data/GTEx_Analysis_V4_eQTLs.tar.gz	69176097	4402dc37f6e61b0ec1b55481a84ed5db	https://storage.googleapis.com/gtex_analysis_v4/single_tissue_eqtl_data/GTEx_Analysis_V4_eQTLs.tar.gz
README.eqtls	gs://gtex_analysis_v4/single_tissue_eqtl_data/README.eqtls	860	bd4becc696b20737dfeda17dfdd61821	https://storage.googleapis.com/gtex_analysis_v4/single_tissue_eqtl_data/README.eqtls
GTEx_Analysis_Annotations_SampleCounts__Pilot_V3.txt	gs://gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_SampleCounts__Pilot_V3.txt	1184	adb17be7d1c5004c67660939d6466cc9	https://storage.googleapis.com/gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_SampleCounts__Pilot_V3.txt
GTEx_Analysis_Annotations_Sample_DD__Pilot_V3.xlsx	gs://gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Sample_DD__Pilot_V3.xlsx	32485	8373bda5c4059e9e7b6dc34184a0c845	https://storage.googleapis.com/gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Sample_DD__Pilot_V3.xlsx
GTEx_Analysis_Annotations_Sample_DS__Pilot_V3.txt	gs://gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Sample_DS__Pilot_V3.txt	1402986	7329bb7a6981f18df3bcef9a95de103c	https://storage.googleapis.com/gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Sample_DS__Pilot_V3.txt
GTEx_Analysis_Annotations_Subject_DD__Pilot_V3.xlsx	gs://gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Subject_DD__Pilot_V3.xlsx	22212	ad5b5e461037c7ab14d920941ab0b821	https://storage.googleapis.com/gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Subject_DD__Pilot_V3.xlsx
GTEx_Analysis_Annotations_Subject_DS__Pilot_V3.txt	gs://gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Subject_DS__Pilot_V3.txt	4863	bc0ffb63b8f811ed72713635906c2122	https://storage.googleapis.com/gtex_analysis_pilot_v3/annotations/GTEx_Analysis_Annotations_Subject_DS__Pilot_V3.txt
Multi_tissue_eQTL_GTEx_Pilot_Phase_datasets.tar	gs://gtex_analysis_pilot_v3/multi_tissue_eqtls/Multi_tissue_eQTL_GTEx_Pilot_Phase_datasets.tar	2008770560	ae47241d26f3b1aa384fb6118f5ebed1	https://storage.googleapis.com/gtex_analysis_pilot_v3/multi_tissue_eqtls/Multi_tissue_eQTL_GTEx_Pilot_Phase_datasets.tar
README	gs://gtex_analysis_pilot_v3/multi_tissue_eqtls/README	12646	9aa1b0604023064aba486c52b0c9b450	https://storage.googleapis.com/gtex_analysis_pilot_v3/multi_tissue_eqtls/README
GTEx_Pilot_LoF_mmPCR-seq_RNA-seq_INDEL_SNP_coverage8_counts.txt	gs://gtex_analysis_pilot_v3/ptv_data/GTEx_Pilot_LoF_mmPCR-seq_RNA-seq_INDEL_SNP_coverage8_counts.txt	94348	c815ed72e3cb956d37a853f43bc70ed9	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/GTEx_Pilot_LoF_mmPCR-seq_RNA-seq_INDEL_SNP_coverage8_counts.txt
GTEx_Pilot_LoF_mmPCR-seq_RNA-seq_SNPonly_coverage8_counts.txt	gs://gtex_analysis_pilot_v3/ptv_data/GTEx_Pilot_LoF_mmPCR-seq_RNA-seq_SNPonly_coverage8_counts.txt	284013	ce24078bef62a0998913ccad152defe6	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/GTEx_Pilot_LoF_mmPCR-seq_RNA-seq_SNPonly_coverage8_counts.txt
README.mmPCR	gs://gtex_analysis_pilot_v3/ptv_data/README.mmPCR	2432	0b5c52b19fe93902de79bd4ec5fb8b71	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/README.mmPCR
README.normalizedquants_ptvs	gs://gtex_analysis_pilot_v3/ptv_data/README.normalizedquants_ptvs	551	b25d1b447ad1fccf4e658963f6447a72	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/README.normalizedquants_ptvs
README.psiQTLs.Tables.txt	gs://gtex_analysis_pilot_v3/ptv_data/README.psiQTLs.Tables.txt	656	c873c185803014edb3ca630b4a49b901	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/README.psiQTLs.Tables.txt
gtex_psiqtls.zip	gs://gtex_analysis_pilot_v3/ptv_data/gtex_psiqtls.zip	12698861	4933e1fde59b51281addb810b6cf4c48	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/gtex_psiqtls.zip
normalizedquants_ptvs.tar.gz	gs://gtex_analysis_pilot_v3/ptv_data/normalizedquants_ptvs.tar.gz	1152544396	e1dc40606f72d1d8dd6eb1d571e02b77	https://storage.googleapis.com/gtex_analysis_pilot_v3/ptv_data/normalizedquants_ptvs.tar.gz
GTEx_genot_imputed_variants_info4_maf05_CR95_CHR_POSb37_ID_REF_ALT.txt.zip	gs://gtex_analysis_pilot_v3/reference/GTEx_genot_imputed_variants_info4_maf05_CR95_CHR_POSb37_ID_REF_ALT.txt.zip	59886339	5cf035742a19634b71605f93274c86c9	https://storage.googleapis.com/gtex_analysis_pilot_v3/reference/GTEx_genot_imputed_variants_info4_maf05_CR95_CHR_POSb37_ID_REF_ALT.txt.zip
gencode.v12.annotation.patched_contigs.gtf	gs://gtex_analysis_pilot_v3/reference/gencode.v12.annotation.patched_contigs.gtf	943734549	50ae374989723189bc8d21b209a388c2	https://storage.googleapis.com/gtex_analysis_pilot_v3/reference/gencode.v12.annotation.patched_contigs.gtf
gencode.v12.genes.patched_contigs.exons.txt	gs://gtex_analysis_pilot_v3/reference/gencode.v12.genes.patched_contigs.exons.txt	13214291	1b725ee093fcf7f25c87f86a857af7db	https://storage.googleapis.com/gtex_analysis_pilot_v3/reference/gencode.v12.genes.patched_contigs.exons.txt
gencode.v12.genes.patched_contigs.gtf	gs://gtex_analysis_pilot_v3/reference/gencode.v12.genes.patched_contigs.gtf	130036272	6680938384a1a1962f067c787ea4debe	https://storage.googleapis.com/gtex_analysis_pilot_v3/reference/gencode.v12.genes.patched_contigs.gtf
GTEx_Analysis_RNA-seq_Flux1.2.3_intron_fractcovered__Pilot_V3.txt.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_intron_fractcovered__Pilot_V3.txt.gz	51650938	750578cba8a361bd58296ef3c27c03d8	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_intron_fractcovered__Pilot_V3.txt.gz
GTEx_Analysis_RNA-seq_Flux1.2.3_intron_readcount__Pilot_V3.txt.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_intron_readcount__Pilot_V3.txt.gz	315778658	cec1a0bd61e0051d719c6a74b9887e58	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_intron_readcount__Pilot_V3.txt.gz
GTEx_Analysis_RNA-seq_Flux1.2.3_junction_readcount__Pilot_V3.txt.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_junction_readcount__Pilot_V3.txt.gz	393675727	8f1494bedc9ade7f874e82f57601d6ca	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_junction_readcount__Pilot_V3.txt.gz
GTEx_Analysis_RNA-seq_Flux1.2.3_transcript_readcount__Pilot_V3.txt.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_transcript_readcount__Pilot_V3.txt.gz	772174293	26ca1cff451ae53853a9c8995a69e8ab	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_transcript_readcount__Pilot_V3.txt.gz
GTEx_Analysis_RNA-seq_Flux1.2.3_transcript_rpkm__Pilot_V3.txt.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_transcript_rpkm__Pilot_V3.txt.gz	637376014	6ee2488ca56c5d9d7b777851f11a071e	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_Flux1.2.3_transcript_rpkm__Pilot_V3.txt.gz
GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_exon_reads__Pilot_V3.txt.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_exon_reads__Pilot_V3.txt.gz	758254052	9542dfd5425fa4aa1f5b79cb5de3badb	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_exon_reads__Pilot_V3.txt.gz
GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_gene_reads__Pilot_V3_patch1.gct.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_gene_reads__Pilot_V3_patch1.gct.gz	72701415	6c894cc9e914fdbcd977679e40ebdd33	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_gene_reads__Pilot_V3_patch1.gct.gz
GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm__Pilot_V3_patch1.gct.gz	gs://gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm__Pilot_V3_patch1.gct.gz	354177145	66df73d0ab4fb07146ed36dc5cac4b86	https://storage.googleapis.com/gtex_analysis_pilot_v3/rna_seq_data/GTEx_Analysis_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm__Pilot_V3_patch1.gct.gz
GTEx_Analysis_Pilot_V3_all-snp-gene-associations.tar	gs://gtex_large_files/all_snp_gene_associations/GTEx_Analysis_Pilot_V3_all-snp-gene-associations.tar	29003489280	8d528aca42108c9bb874c4e5dfcadcd6	https://storage.cloud.google.com/gtex_large_files/all_snp_gene_associations/GTEx_Analysis_Pilot_V3_all-snp-gene-associations.tar
GTEx_Analysis_Pilot_V3_eQTLs.tgz	gs://gtex_analysis_pilot_v3/single_tissue_eqtl_data/GTEx_Analysis_Pilot_V3_eQTLs.tgz	40488086	d8862bcf24e66f4d18c2c4614f022b3b	https://storage.googleapis.com/gtex_analysis_pilot_v3/single_tissue_eqtl_data/GTEx_Analysis_Pilot_V3_eQTLs.tgz
GTEx_Analysis_V3_eQTLInputFiles_covariates.tar.gz	gs://gtex_analysis_pilot_v3/single_tissue_eqtl_data/GTEx_Analysis_V3_eQTLInputFiles_covariates.tar.gz	140286	cc2ac1a2789204c846527f36b3661f4d	https://storage.googleapis.com/gtex_analysis_pilot_v3/single_tissue_eqtl_data/GTEx_Analysis_V3_eQTLInputFiles_covariates.tar.gz
GTEx_Analysis_V3_eQTLInputFiles_geneLevelNormalizedExpression.tar.gz	gs://gtex_analysis_pilot_v3/single_tissue_eqtl_data/GTEx_Analysis_V3_eQTLInputFiles_geneLevelNormalizedExpression.tar.gz	48931859	d59ec0f08c1a682ac03adc669ddcd5a2	https://storage.googleapis.com/gtex_analysis_pilot_v3/single_tissue_eqtl_data/GTEx_Analysis_V3_eQTLInputFiles_geneLevelNormalizedExpression.tar.gz
README.eqtls	gs://gtex_analysis_pilot_v3/single_tissue_eqtl_data/README.eqtls	1294	d4897fc04591c7aa5c8c5d7c7f2c3013	https://storage.googleapis.com/gtex_analysis_pilot_v3/single_tissue_eqtl_data/README.eqtls
All-snp-gene-pair-results-sQTLseeker-merged.tgz	gs://gtex_analysis_pilot_v3/splicing_qtls_sqtls/All-snp-gene-pair-results-sQTLseeker-merged.tgz	150956123	b89c8c0e5253aa4a61babed76c2887ea	https://storage.googleapis.com/gtex_analysis_pilot_v3/splicing_qtls_sqtls/All-snp-gene-pair-results-sQTLseeker-merged.tgz
Altrans_All_sQTLs_bestPerLink.tgz	gs://gtex_analysis_pilot_v3/splicing_qtls_sqtls/Altrans_All_sQTLs_bestPerLink.tgz	126836011	5d8143ac15e110f59f44603ac47dfb7d	https://storage.googleapis.com/gtex_analysis_pilot_v3/splicing_qtls_sqtls/Altrans_All_sQTLs_bestPerLink.tgz
Altrans_FDR05_bestPerLink.tgz	gs://gtex_analysis_pilot_v3/splicing_qtls_sqtls/Altrans_FDR05_bestPerLink.tgz	1386252	e94b5857043c5170d4a1cdf5181697e0	https://storage.googleapis.com/gtex_analysis_pilot_v3/splicing_qtls_sqtls/Altrans_FDR05_bestPerLink.tgz
README.altrans	gs://gtex_analysis_pilot_v3/splicing_qtls_sqtls/README.altrans	3078	ed2f8b5a6345a777031f536f4d794f08	https://storage.googleapis.com/gtex_analysis_pilot_v3/splicing_qtls_sqtls/README.altrans
README.sqtlseeker	gs://gtex_analysis_pilot_v3/splicing_qtls_sqtls/README.sqtlseeker	4241	e2f6271cc2295ea0d20c3a995024e46e	https://storage.googleapis.com/gtex_analysis_pilot_v3/splicing_qtls_sqtls/README.sqtlseeker
sQTLs-sQTLseeker-merged.tgz	gs://gtex_analysis_pilot_v3/splicing_qtls_sqtls/sQTLs-sQTLseeker-merged.tgz	573850	92071434012f90bdf5d8948ec901408c	https://storage.googleapis.com/gtex_analysis_pilot_v3/splicing_qtls_sqtls/sQTLs-sQTLseeker-merged.tgz
